File,Key,UntranslatedValue,EnglishString,IsDuplicate,OccurrenceCount,DuplicateLocations
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","cardTitle","cy Income and expenses","Income and expenses","TRUE","3","checkYourAnswersIncomeAndExpenses.json::cardTitle ; endOfJourneyCya.json::sections.incomeAndExpenses ; respondToClaim/endOfJourneyCya.json::sections.incomeAndExpenses"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","frequencies.WEEKLY","cy every week","every week","FALSE","1","checkYourAnswersIncomeAndExpenses.json::frequencies.WEEKLY"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","frequencies.MONTHLY","cy every month","every month","FALSE","1","checkYourAnswersIncomeAndExpenses.json::frequencies.MONTHLY"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","incomeFrequencies.WEEKLY","cy received every week","received every week","FALSE","1","checkYourAnswersIncomeAndExpenses.json::incomeFrequencies.WEEKLY"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","incomeFrequencies.MONTHLY","cy received every month","received every month","FALSE","1","checkYourAnswersIncomeAndExpenses.json::incomeFrequencies.MONTHLY"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","paymentFrequencies.WEEKLY","cy paid every week","paid every week","FALSE","1","checkYourAnswersIncomeAndExpenses.json::paymentFrequencies.WEEKLY"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","paymentFrequencies.MONTHLY","cy paid every month","paid every month","FALSE","1","checkYourAnswersIncomeAndExpenses.json::paymentFrequencies.MONTHLY"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.shareIncomeExpenseDetails.label","cy Does the defendant want to provide details of their income and expenses?","Does the defendant want to provide details of their income and expenses?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.shareIncomeExpenseDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.shareIncomeExpenseDetails.changeHidden","cy share income and expense details","share income and expense details","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.shareIncomeExpenseDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.label","cy What regular income does the defendant receive?","What regular income does the defendant receive?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.changeHidden","cy regular income","regular income","TRUE","3","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.changeHidden ; endOfJourneyCya.json::sections.regularIncome ; respondToClaim/endOfJourneyCya.json::sections.regularIncome"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.options.incomeFromJobs","cy Income from all jobs they do","Income from all jobs they do","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.options.incomeFromJobs"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.options.pension","cy Pension – state and private","Pension – state and private","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.options.pension"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.options.universalCredit","cy Universal Credit","Universal Credit","TRUE","3","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.options.universalCredit ; endOfJourneyCya.json::sections.universalCredit ; respondToClaim/endOfJourneyCya.json::sections.universalCredit"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.options.otherBenefits","cy Other benefits and credits","Other benefits and credits","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.options.otherBenefits"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularIncome.options.moneyFromElsewhere","cy Money from somewhere else (for example, child maintenance payments or someone in the defendant’s household gives them money)","Money from somewhere else (for example, child maintenance payments or someone in the defendant’s household gives them money)","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularIncome.options.moneyFromElsewhere"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.hasAppliedForUniversalCredit.label","cy Has the defendant applied for Universal Credit?","Has the defendant applied for Universal Credit?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.hasAppliedForUniversalCredit.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.hasAppliedForUniversalCredit.changeHidden","cy applied for Universal Credit","applied for Universal Credit","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.hasAppliedForUniversalCredit.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.universalCreditApplicationDate.label","cy When did the defendant apply?","When did the defendant apply?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.universalCreditApplicationDate.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.universalCreditApplicationDate.changeHidden","cy Universal Credit application date","Universal Credit application date","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.universalCreditApplicationDate.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebts.label","cy Does the defendant have any priority debts?","Does the defendant have any priority debts?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.priorityDebts.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebts.changeHidden","cy priority debts","priority debts","TRUE","3","checkYourAnswersIncomeAndExpenses.json::rows.priorityDebts.changeHidden ; endOfJourneyCya.json::sections.priorityDebts ; respondToClaim/endOfJourneyCya.json::sections.priorityDebts"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebtTotal.label","cy What is the total amount the defendant owes for all their priority debts?","What is the total amount the defendant owes for all their priority debts?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.priorityDebtTotal.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebtTotal.changeHidden","cy priority debt total","priority debt total","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.priorityDebtTotal.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebtContribution.label","cy How much does the defendant pay towards their priority debts each week or month?","How much does the defendant pay towards their priority debts each week or month?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.priorityDebtContribution.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.priorityDebtContribution.changeHidden","cy priority debt contribution","priority debt contribution","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.priorityDebtContribution.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.label","cy What regular monthly expenses does the defendant have?","What regular monthly expenses does the defendant have?","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.changeHidden","cy regular expenses","regular expenses","TRUE","3","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.changeHidden ; endOfJourneyCya.json::sections.regularExpenses ; respondToClaim/endOfJourneyCya.json::sections.regularExpenses"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.householdBills","cy Household bills (for example, council tax, gas, electricity, water, internet)","Household bills (for example, council tax, gas, electricity, water, internet)","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.householdBills"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.loanPayments","cy Loan payments","Loan payments","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.loanPayments"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.childSpousalMaintenance","cy Child or spousal maintenance","Child or spousal maintenance","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.childSpousalMaintenance"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.mobilePhone","cy Mobile phone","Mobile phone","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.mobilePhone"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.groceryShopping","cy Grocery shopping","Grocery shopping","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.groceryShopping"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.fuelParkingTransport","cy Fuel, parking and transport","Fuel, parking and transport","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.fuelParkingTransport"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.schoolCosts","cy School costs (for example, uniform and school dinners)","School costs (for example, uniform and school dinners)","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.schoolCosts"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.clothing","cy Clothing","Clothing","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.clothing"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.regularExpenses.options.otherExpenses","cy Other","Other","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.regularExpenses.options.otherExpenses"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.otherConsiderations.label","cy Is there anything else the defendant wants to tell the court as part of their response","Is there anything else the defendant wants to tell the court as part of their response","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.otherConsiderations.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.otherConsiderations.changeHidden","cy other considerations","other considerations","TRUE","3","checkYourAnswersIncomeAndExpenses.json::rows.otherConsiderations.changeHidden ; endOfJourneyCya.json::sections.otherConsiderations ; respondToClaim/endOfJourneyCya.json::sections.otherConsiderations"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.otherConsiderationsDetails.label","cy Give details about what else the defendant wants to tell the court","Give details about what else the defendant wants to tell the court","TRUE","2","checkYourAnswersIncomeAndExpenses.json::rows.otherConsiderationsDetails.label ; endOfJourneyCya.json::rows.otherConsiderationsDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersIncomeAndExpenses.json","rows.otherConsiderationsDetails.changeHidden","cy other considerations details","other considerations details","FALSE","1","checkYourAnswersIncomeAndExpenses.json::rows.otherConsiderationsDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","pageTitle","cy Check your answers","Check your answers","TRUE","9","checkYourAnswersIncomeAndExpenses.json::pageTitle ; checkYourAnswersPaymentsAndAgreements.json::pageTitle ; checkYourAnswersPersonalDetails.json::pageTitle ; checkYourAnswersYourCircumstances.json::pageTitle ; checkYourAnswersYourResponse.json::pageTitle ; endOfJourneyCya.json::pageTitle ; endOfJourneyCya.json::heading ; respondToClaim/endOfJourneyCya.json::pageTitle ; respondToClaim/endOfJourneyCya.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","cardTitle","cy Payments and agreements","Payments and agreements","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::cardTitle"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.anyPaymentsMade.label","cy Has the defendant paid any money to {{claimantName}} since {{dateIssued, ordinalDate}}?","Has the defendant paid any money to {{claimantName}} since {{dateIssued, ordinalDate}}?","TRUE","2","checkYourAnswersPaymentsAndAgreements.json::rows.anyPaymentsMade.label ; repaymentsMade.json::repaymentsMadeQuestion"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.anyPaymentsMade.changeHidden","cy payments made","payments made","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.anyPaymentsMade.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.paymentDetails.label","cy Give details about how much the defendant paid and when","Give details about how much the defendant paid and when","TRUE","3","checkYourAnswersPaymentsAndAgreements.json::rows.paymentDetails.label ; repaymentsMade.json::textAreaLabel ; repaymentsMade.json::errors.repaymentsInfo"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.paymentDetails.changeHidden","cy payment details","payment details","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.paymentDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.repaymentPlanAgreed.label","cy Has the defendant come to any agreement with {{claimantName}} to repay the arrears since {{dateIssued, ordinalDate}}?","Has the defendant come to any agreement with {{claimantName}} to repay the arrears since {{dateIssued, ordinalDate}}?","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.repaymentPlanAgreed.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.repaymentPlanAgreed.changeHidden","cy repayment agreement","repayment agreement","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.repaymentPlanAgreed.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.repaymentAgreedDetails.label","cy Give details about how much they’ve agreed to pay and when","Give details about how much they’ve agreed to pay and when","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.repaymentAgreedDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.repaymentAgreedDetails.changeHidden","cy repayment details","repayment details","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.repaymentAgreedDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.repayArrearsInstalments.label","cy Would the defendant like to offer to pay off their arrears in instalments?","Would the defendant like to offer to pay off their arrears in instalments?","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.repayArrearsInstalments.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.repayArrearsInstalments.changeHidden","cy offer to pay in instalments","offer to pay in instalments","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.repayArrearsInstalments.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentAmount.label","cy How much could the defendant afford to pay in addition to the current rent?","How much could the defendant afford to pay in addition to the current rent?","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentAmount.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentAmount.changeHidden","cy instalment amount","instalment amount","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentAmount.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.label","cy How frequently could the defendant afford to pay this amount?","How frequently could the defendant afford to pay this amount?","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentFrequency.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.changeHidden","cy instalment frequency","instalment frequency","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentFrequency.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.frequencies.weekly","cy Weekly","Weekly","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentFrequency.frequencies.weekly"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.frequencies.every2Weeks","cy Every 2 weeks","Every 2 weeks","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentFrequency.frequencies.every2Weeks"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.frequencies.every4Weeks","cy Every 4 weeks","Every 4 weeks","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentFrequency.frequencies.every4Weeks"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPaymentsAndAgreements.json","rows.installmentFrequency.frequencies.monthly","cy Monthly","Monthly","FALSE","1","checkYourAnswersPaymentsAndAgreements.json::rows.installmentFrequency.frequencies.monthly"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","pageTitle","cy Check your answers","Check your answers","TRUE","9","checkYourAnswersIncomeAndExpenses.json::pageTitle ; checkYourAnswersPaymentsAndAgreements.json::pageTitle ; checkYourAnswersPersonalDetails.json::pageTitle ; checkYourAnswersYourCircumstances.json::pageTitle ; checkYourAnswersYourResponse.json::pageTitle ; endOfJourneyCya.json::pageTitle ; endOfJourneyCya.json::heading ; respondToClaim/endOfJourneyCya.json::pageTitle ; respondToClaim/endOfJourneyCya.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","cardTitle","cy Personal details","Personal details","TRUE","3","checkYourAnswersPersonalDetails.json::cardTitle ; endOfJourneyCya.json::sections.personalDetails ; respondToClaim/endOfJourneyCya.json::sections.personalDetails"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.defendantNameConfirmation.label","cy Is your client’s name {{defendantName}}?","Is your client’s name {{defendantName}}?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.defendantNameConfirmation.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.defendantNameConfirmation.changeHidden","cy name","name","TRUE","3","checkYourAnswersPersonalDetails.json::rows.defendantNameConfirmation.changeHidden ; checkYourAnswersPersonalDetails.json::rows.defendantName.label ; checkYourAnswersPersonalDetails.json::rows.defendantNameCapture.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.defendantName.label","cy Name","Name","TRUE","3","checkYourAnswersPersonalDetails.json::rows.defendantNameConfirmation.changeHidden ; checkYourAnswersPersonalDetails.json::rows.defendantName.label ; checkYourAnswersPersonalDetails.json::rows.defendantNameCapture.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.defendantName.changeHidden","cy corrected name","corrected name","FALSE","1","checkYourAnswersPersonalDetails.json::rows.defendantName.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.defendantNameCapture.label","cy What is your client’s name?","What is your client’s name?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.defendantNameCapture.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.defendantNameCapture.changeHidden","cy name","name","TRUE","3","checkYourAnswersPersonalDetails.json::rows.defendantNameConfirmation.changeHidden ; checkYourAnswersPersonalDetails.json::rows.defendantName.label ; checkYourAnswersPersonalDetails.json::rows.defendantNameCapture.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.dateOfBirth.label","cy Date of Birth","Date of Birth","TRUE","2","checkYourAnswersPersonalDetails.json::rows.dateOfBirth.label ; checkYourAnswersPersonalDetails.json::rows.dateOfBirth.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.dateOfBirth.changeHidden","cy date of birth","date of birth","TRUE","2","checkYourAnswersPersonalDetails.json::rows.dateOfBirth.label ; checkYourAnswersPersonalDetails.json::rows.dateOfBirth.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.correspondenceAddressConfirmation.label","cy Is your postal address {{address}}?","Is your postal address {{address}}?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.correspondenceAddressConfirmation.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.correspondenceAddressConfirmation.fallbackLabel","cy What’s your postal address?","What’s your postal address?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.correspondenceAddressConfirmation.fallbackLabel"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.correspondenceAddressConfirmation.changeHidden","cy postal address","postal address","FALSE","1","checkYourAnswersPersonalDetails.json::rows.correspondenceAddressConfirmation.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.label","cy How do you want to receive updates?","How do you want to receive updates?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByEmailOrPost.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.changeHidden","cy how you receive updates","how you receive updates","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByEmailOrPost.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.options.email","cy By email","By email","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByEmailOrPost.options.email"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.options.post","cy By post","By post","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByEmailOrPost.options.post"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByEmailOrPost.options.none","cy None","None","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByEmailOrPost.options.none"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByEmailAddress.label","cy Email","Email","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByEmailAddress.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByPhone.label","cy Are you happy to be contacted by telephone?","Are you happy to be contacted by telephone?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByPhone.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByPhone.changeHidden","cy contact by phone","contact by phone","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByPhone.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByText.label","cy Are you happy to be contacted by text message?","Are you happy to be contacted by text message?","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByText.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactByText.changeHidden","cy contact by text message","contact by text message","FALSE","1","checkYourAnswersPersonalDetails.json::rows.contactByText.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactDetails.label","cy Contact details","Contact details","TRUE","2","checkYourAnswersPersonalDetails.json::rows.contactDetails.label ; checkYourAnswersPersonalDetails.json::rows.contactDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersPersonalDetails.json","rows.contactDetails.changeHidden","cy contact details","contact details","TRUE","2","checkYourAnswersPersonalDetails.json::rows.contactDetails.label ; checkYourAnswersPersonalDetails.json::rows.contactDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","pageTitle","cy Check your answers","Check your answers","TRUE","9","checkYourAnswersIncomeAndExpenses.json::pageTitle ; checkYourAnswersPaymentsAndAgreements.json::pageTitle ; checkYourAnswersPersonalDetails.json::pageTitle ; checkYourAnswersYourCircumstances.json::pageTitle ; checkYourAnswersYourResponse.json::pageTitle ; endOfJourneyCya.json::pageTitle ; endOfJourneyCya.json::heading ; respondToClaim/endOfJourneyCya.json::pageTitle ; respondToClaim/endOfJourneyCya.json::heading"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","cardTitle","cy Your circumstances","Your circumstances","TRUE","2","checkYourAnswersYourCircumstances.json::cardTitle ; respondToClaim/endOfJourneyCya.json::sections.yourCircumstances"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.dependantChildren.label","cy Does the defendant have any dependant children?","Does the defendant have any dependant children?","FALSE","1","checkYourAnswersYourCircumstances.json::rows.dependantChildren.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.dependantChildren.changeHidden","cy dependent children","dependent children","FALSE","1","checkYourAnswersYourCircumstances.json::rows.dependantChildren.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.dependantChildrenDetails.label","cy Give details about their dependant children","Give details about their dependant children","FALSE","1","checkYourAnswersYourCircumstances.json::rows.dependantChildrenDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.dependantChildrenDetails.changeHidden","cy dependent children details","dependent children details","FALSE","1","checkYourAnswersYourCircumstances.json::rows.dependantChildrenDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.otherDependants.label","cy Does the defendant have any other dependants?","Does the defendant have any other dependants?","FALSE","1","checkYourAnswersYourCircumstances.json::rows.otherDependants.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.otherDependants.changeHidden","cy other dependants","other dependants","FALSE","1","checkYourAnswersYourCircumstances.json::rows.otherDependants.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.otherDependantsDetails.label","cy Give details about their other dependants","Give details about their other dependants","FALSE","1","checkYourAnswersYourCircumstances.json::rows.otherDependantsDetails.label"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.otherDependantsDetails.changeHidden","cy other dependants details","other dependants details","FALSE","1","checkYourAnswersYourCircumstances.json::rows.otherDependantsDetails.changeHidden"
"src/main/assets/locales/cy/respondToClaim/legalrep/checkYourAnswersYourCircumstances.json","rows.otherTenants.label","cy Do any other adults live in the defendant’s home?","Do any other adults live in the defendant’s home?","TRUE","3","doAnyOtherAdultsLiveInYourHome.json::dependantQuestion ; doAnyOtherAdultsLiveInYourHome.json::dependantQuestion ; checkYourAnswersYourCircumstances.json::rows.otherTenants.label"
